Transaction_ID,Date,Customer_Name,Account_Number,Account_Type,Transaction_Type,Amount,Currency,Balance_After,Channel,Status,Category,Merchant_Name,Bank_Name,Phone_Number,Transaction_Ref,City,Remarks
TXN15133,23/11/23,rahul sharma,XXXX4123,Current,debit,73579,INR ,159110.85,Online,Failed,OTHERS,SWIGGY,-,03328138403,REF42511790,Surat,Salary credit
TXN10764,04-11-2023,Anjali Rao,AC8320048797,FD,D,185008, INR,399547.33,Online,FAILED,SALARY,Self,Yes Bank,,REF29295014,CHENNAI,
TXN16900,21-03-2024,Ravi Chauhan,6050619914,CURRENT,CR,Rs.216953.11,rs,41077.89,IMPS,Completed,Shopping,Flipkart,ICICI,+919301239704,REF97453961,DELHI,Online purchase
TXN10598,03-10-2024,Deepak Nair,7071 5879 64,CURRENT,C,Rs.207823.0,Rs,369889.27,Online,Pending,INSURANCE,SELF,Kotak,,REF37399006,DELHI,
TXN18116,2023/02/25,AMIT KUMAR,43842207582924,FD,CR,206595.08,inr,442595.17,POS,success,Food,NETFLIX,HDFC,+914224704940,REF83082385,Bhubaneswar,Salary credit
TXN11135,06/04/2023,Anjali Rao,6861 1997 67598332,Savings,CREDIT,244761,INR ,34419.95,pos,success,SALARY,SWIGGY,Yes Bank,8242662177,REF15846687,NULL,
TXN12538,12-07-2023,RAHUL SHARMA,3436 4669 370675,Savings,DEBIT,Rs.43913.0,Rs.,165910.64,upi,failed,SALARY,UBER,Kotak,+915502694505,REF60722884,Kanpur,Duplicate entry
TXN15874,2024/01/27,NULL,****5338,FD,cr,109796.0/-,rs,239768.95,IMPS,Completed,Salary,FLIPKART,SBI,+91-3593841639,REF42509274,Chennai,
txn14107,26 Mar 2024,Amit Kumar,XXXX9988,current,DEBIT,"31,248.02", INR,214834.04,branch,PENDING,Rent,Netflix,HDFC,53966-08604,REF40185149,Lucknow,Loan EMI
TXN13707,"September 27, 2023",AMIT KUMAR,XXXX2969,SAVINGS,credit,Rs.144659.49,Inr,470967.28,MOBILE,Completed,Insurance,Zomato,SBI,9412547246,REF34584094,Surat,ATM cash
txn11957,16 May 2024,Arjun Bose,XXXX8686,CURRENT,credit,58621.0/-,INR ,407372.37,NULL,Failed,Transfer,AMAZON,BOB,81408-28246,REF13716509,BANGALORE,Online purchase
TXN12976,09-04-2023,Meena Iyer,****3115,SAVINGS,debit,"172,439.00",Inr,21225.6,online,pending,INSURANCE,NA,Union Bank,+91-7198872307,REF78616584,Hyderabad,
TXN15340,28-11-2023,Vikram Mehta,9649 5018 538737,FD,dr,INR 50883.0,Rs.,359244.49,ATM,Success,Utilities,DMART,AXIS,53972-77995,REF33726194,Kanpur,Salary credit
TXN13430,01 Jan 2024,Meena Iyer,****0268,Salary,CR,30382.0,Inr,220324.07,Pos,PENDING,emi,amazon,Yes Bank,N/A,REF93862918,Kanpur,Test txn
TXN15808,2024/12/30,Meena Iyer,59559408418107,Savings,DEBIT,"100,425.81",Rs.,121463.97,Branch,failed,Utilities,Ola,Kotak,05909158160,REF07773482,DELHI,Loan EMI
TXN13669,19-12-2023,rahul sharma,AC115969554917,Fixed Deposit,Credit, 59021.0 ,rs,NULL,branch,Reversed,GROCERY,Uber,Union Bank,4129860377,REF54253170,Cuttack,Salary credit
TXN13500,24 May 2024,Amit Kumar,****5131,savings,cr,"244,428.53",Inr,192925.6,NEFT,failed,Insurance,Self,Kotak,+91-4575873868,REF07451152,Delhi,
TXN15915,25 Mar 2024,AMIT KUMAR,AC48333774725614,Salary,CR,191270,Rs.,16328.28,Online,Success,Shopping,Uber,Union Bank,3563252511,REF65018375,Mumbai,Online purchase
TXN12152,06/02/24,Suresh Reddy,1424741516329566,Fixed Deposit,C, 174878.0 ,INR ,264219.71,Pos,PENDING,Utilities,null,PNB,+919640009256,REF59627838,Cuttack,NULL
TXN12058,08-15-2023,rahul sharma,0741 6643 08,CURRENT,D,"99,486.00",Rs.,370003.06,upi,Pending,Utilities,DMart,AXIS,,REF72908479,Lucknow,
,2024/10/23,AMIT KUMAR,****2342,Current,Debit,136517.0/-,inr,387947.63,,failed,MEDICAL,PAYTM,ICICI,+919308727461,-,Cuttack,null
TXN17844,20-04-2024,Neha Gupta,AC99641885463310,SALARY,Debit, 97931.0 ,N/A,337788.39,ATM,REVERSED,utilities,,PNB,08759811591,REF23211548,Jaipur,ATM cash
TXN15634,13/05/2024,Neha Gupta,7881 5021 216201,FD,D,"212,560.00",Rs.,220954.87,pos,SUCCESS,SALARY,N/A,HDFC,05389203928,REF81404819,Hyderabad,Refund
TXN17481,10-03-2023,Suresh Reddy,61009440904410,Fixed Deposit,CREDIT,221650,Rs.,44006.62,MOBILE,pending,MEDICAL,Zomato,AXIS,+91-6305152442,REF39952811,PUNE,-
TXN16699,11/02/24,Anjali Rao,-,Savings,D, 237184.0 ,Rs.,207337.88,Online,Reversed,ATM Withdrawal,Myntra,HDFC,+91-2334720422,REF31658153,Bangalore,Self transfer
TXN14723,09-06-2024,RAJESH PATEL,792428981856,SAVINGS,dr,66956.0,Rs,181525.51,online,Success,Utilities,NETFLIX,Union Bank,06789044220,REF88481903,Bhubaneswar,Refund
TXN11767,"January 18, 2024",Suresh Reddy,AC7342658750310497,Savings,CR,223865.0, INR,330520.61,Online,FAILED,Utilities,Ola,Union Bank,47217-12435,REF30325369,Bangalore,UPI payment
TXN10896,14-02-2023,Anjali Rao,0881 4319 2797,Fixed Deposit,Credit,₹104779.0,Inr,338102.91,Branch,Pending,Utilities,NA,BOB,+911257349899,REF55394607,Bangalore,N/A
TXN16937,13/08/24,Priya Singh,XXXX0589,Fixed Deposit,dr,₹142810.0,Rs,NULL,NEFT,FAILED,Rent,FLIPKART,Canara,+910985580128,REF13958248,Nagpur,UPI payment
TXN16156,"May 23, 2024",RAHUL SHARMA,****5146,,CREDIT,,INR,32310.19,POS,REVERSED,Others,Zomato,AXIS,+91-9282929169,REF75760242,BANGALORE,Online purchase
TXN12455,04-09-2023,Deepak Nair,XXXX9873,SALARY,dr,83759.0/-,rs,312939.44,POS,Reversed,RENT,PhonePe,Yes Bank,06094783062,REF46588998,CHENNAI,ATM cash
TXN18046,"March 27, 2024",Rahul Sharma,AC0164651412445680,Fixed Deposit,C,₹218876.0,rs,123095.13,BRANCH,Success,emi,NETFLIX,AXIS,28525-92490,REF94787299,CHENNAI,UPI payment
TXN17374,19/09/24,Sunita Devi,AC0714667021742504,Current,cr,"245,484.00",INR,353832.73,IMPS,success,Rent,Self,HDFC,07513255518,REF31715430,Kanpur,Loan EMI
TXN17763,2024/01/31,Suresh Reddy,****2389,current,debit,"19,547.00",Inr,337545.06,Mobile,NULL,RENT,N/A,HDFC,N/A,REF62098618,Jaipur,Test txn
TXN17923,17/02/24,Sanya Malhotra,AC938375656426,SAVINGS,C, 105273.0 ,Rs,482557.67,Online,FAILED,emi,FLIPKART,BOB,N/A,REF46541343,Jaipur,ATM cash
TXN11205,"July 26, 2024",Arjun Bose,94703969645359,SALARY,CREDIT,31194.0,INR ,275688.9,branch,FAILED,MEDICAL,SELF,Canara,9899470617,REF69014971,Hyderabad,ATM cash
TXN10493,28-11-2024,rahul sharma,20595565749025,savings,CREDIT,52909, INR,17267.16,NEFT,REVERSED,Food,SWIGGY,Yes Bank,+916818097887,REF94353537,DELHI,Salary credit
TXN17404,24/07/23,Sunita Devi,XXXX3246,CURRENT,DEBIT,INR 67060.13,Rs,279394.24,NEFT,PENDING,Grocery,PAYTM,Union Bank,N/A,REF39213429,MUMBAI,Salary credit
TXN11069,06 Jul 2024,Deepak Nair,8207066901,savings,credit,"36,037.00", INR,304128.5,Online,failed,SHOPPING,Myntra,Kotak,+913355707731,REF15550570,Delhi,Duplicate entry
TXN10143,06/12/2023,RAHUL SHARMA,XXXX6625,CURRENT,credit,₹154813.0,Inr,140608.22,branch,pending,INSURANCE,UBER,BOB,7598564205,REF40785932,Chennai,NULL
TXN14873,11-05-2024,Amit Kumar,9210 1614 8117,CURRENT,D,100061.0, INR,18577.75,Online,Pending,Insurance,DMart,Yes Bank,+918229414061,REF14241303,Cuttack,Self transfer
TXN14908,2023/07/03,RAHUL SHARMA,XXXX2680,SALARY,cr,202830.0/-,Rs.,182888.44,MOBILE,Reversed,emi,DMart,BOB,28122-64787,REF76329424,Kolkata,Duplicate entry
TXN12404,"June 06, 2023",rahul sharma,4543 6768 79674672,Salary,CREDIT,"22,295.00",Inr,280910.3,Branch,NA,utilities,DMART,Yes Bank,4949185147,REF60384952,Jaipur,Bill payment
TXN15555,15-06-2024,Amit Kumar,1687 3021 229225,current,D,"188,898.07",INR ,277907.06,NEFT,Pending,emi,Swiggy,AXIS,+91-9381380220,REF93200535,Nagpur,Bill payment
TXN15510,10-09-2023,Arjun Bose,****1210,SALARY,dr,131507,rs,378264.0,upi,failed,GROCERY,PhonePe,Union Bank,05627542431,REF32540436,DELHI,Online purchase
TXN17202,"August 22, 2023",AMIT KUMAR,04906139571620,,DEBIT, 199862.0 ,INR ,388352.79,upi,REVERSED,Salary,SWIGGY,ICICI,09102018234,REF76969577,PUNE,Bill payment
TXN16105,2024/09/15,Rahul Sharma,****9886,Salary,DR, 108831.27 ,Rs,NULL,NEFT,Completed,TRANSFER,AMAZON,BOB,+91-1179654560,REF69037314,NA,Online purchase
TXN10919,"January 21, 2023",Priya Singh,910382974255,Salary,CREDIT,Rs.82056.0,INR ,68678.87,UPI,SUCCESS,Others,Myntra,Canara,+912713589693,REF90058561,Kolkata,N/A
TXN14903,17/02/24,Amit Kumar,****7236,SALARY,DR,"101,312.00",Rs,49358.65,ATM,SUCCESS,utilities,NA,SBI,7883850274,REF94087204,Ahmedabad,UPI payment
TXN11372,2024/05/23,Kavita Verma,6784 3407 30,SAVINGS,CR,97013,INR,267766.14,BRANCH,Failed,Insurance,BigBazaar,AXIS,+919952850231,REF65327355,Kolkata,Bill payment
TXN12247,"April 19, 2023",RAHUL SHARMA,XXXX5126,Savings,cr,"231,743.00",Rs,52634.14,IMPS,Reversed,FOOD,DMART,ICICI,+91-3345958295,NA,Kanpur,N/A
TXN12199,10-04-2023,Suresh Reddy,202204106496,Salary,C,₹207165.0,null,226256.56,BRANCH,Success,TRANSFER,,Canara,09320506506,REF15884452,CHENNAI,NA
TXN17770,25/05/2024,Ravi Chauhan,900771773220,Current,dr,Rs.112106.0,Rs,381993.55,ONLINE,SUCCESS,Others,DMART,BOB,,REF96826567,Hyderabad,
TXN16598,28 Feb 2024,RAJESH PATEL,XXXX5922,SALARY,DEBIT, 27858.0 , INR,,-,N/A,Transfer,PayTM,SBI,07600795008,REF68323260,Mumbai,Refund
TXN12533,19/09/24,Priya Singh,60052049566865,Fixed Deposit,Credit,INR 171427.0,rs,453014.22,ATM,Failed,EMI,PayTM,SBI,69657-76543,REF28914631,Kolkata,Online purchase
TXN17244,25/12/23,RAHUL SHARMA,AC803075829461,CURRENT,DEBIT, 174451.01 ,Rs,136928.52,online,Completed,MEDICAL,Uber,HDFC,+91-0937727632,REF78443237,Nagpur,
TXN13234,24/04/24,RAJESH PATEL,****8055,Savings,DR,"210,536.54",INR,405561.5,N/A,Completed,SALARY,UBER,SBI,N/A,REF63109687,PUNE,null
TXN18119,"October 27, 2024",AMIT KUMAR,6958 4456 94,Savings,DR,"188,293.00",INR,216768.23,Pos,REVERSED,Food,Ola,AXIS,+914237849960,REF87509827,Chennai,Duplicate entry
TXN13452,31-08-2024,Anjali Rao,5002356414077142,Savings,debit,"198,146.00",rs,445755.12,upi,Reversed,Transfer,Reliance Fresh,Kotak,N/A,REF92176960,Chennai,Online purchase
TXN12309,26 Aug 2024,AMIT KUMAR,55404210014996,SALARY,Credit,92973, INR,64898.31,BRANCH,Failed,Rent,,SBI,02553952563,REF31252458,Cuttack,Self transfer
txn14063,"November 28, 2023",Meena Iyer,0415 7429 94321596,Fixed Deposit,credit,"52,999.54",rs,468943.62,branch,failed,utilities,PayTM,Yes Bank,+910974993757,REF70855316,PUNE,Online purchase
TXN12112,"July 11, 2024",AMIT KUMAR,5097 9135 3295,SALARY,credit, 223573.0 , INR,449906.53,UPI,failed,Food,BigBazaar,SBI,0906336027,REF56726173,Kanpur,UPI payment
TXN11017,11/12/23,Rajesh Patel,XXXX0568,SAVINGS,Credit, 233813.91 , INR,489107.2,POS,Success,emi,amazon,BOB,+911379561007,REF21750361,BANGALORE,Bill payment
TXN15094,09 Mar 2023,Priya Singh,XXXX0377,Fixed Deposit,DEBIT,16842,rs,246617.27,Pos,success,Rent,Myntra,ICICI,43436-48302,REF09305273,Nagpur,Refund
TXN15749,08-11-2023,Deepak Nair,37971536290773,current,DEBIT,INR 229530.0,Inr,169879.13,pos,Pending,Grocery,Netflix,AXIS,,REF61448151,Nagpur,
TXN16599,"October 18, 2024",Rajesh Patel,****8433,Salary,credit,Rs.152711.0, INR,75393.76,POS,FAILED,FOOD,Netflix,Yes Bank,02649625996,REF57627865,Surat,UPI payment
TXN14902,"March 30, 2023",Deepak Nair,NULL,savings,DEBIT,Rs.220209.0,Rs,,online,Pending,utilities,NETFLIX,Canara,03447897127,REF72710678,Pune,Loan EMI
TXN12537,23-09-2023,Sunita Devi,AC55450122219884,SAVINGS,CREDIT,219005.0,-,350999.67,BRANCH,Success,emi,DMART,Yes Bank,6838282667,REF09773549,BANGALORE,Duplicate entry
TXN16889,2023/03/19,Anjali Rao,****7956,SALARY,DEBIT,230036.0/-,inr,422857.88,NEFT,Failed,Medical,NA,Canara,+91-9175552827,REF66239052,Bangalore,Online purchase
TXN14537,11/06/2023,Sunita Devi,5057 0266 07902980,SAVINGS,C,₹20011.0,INR,281356.93,BRANCH,Pending,-,PAYTM,BOB,N/A,REF59274681,Mumbai,Refund
TXN14277,03-19-2024,Anjali Rao,****3616,Salary,debit,Rs.136682.0,inr,462572.28,pos,pending,TRANSFER,N/A,Kotak,+91-0830007537,REF22769036,CHENNAI,Online purchase
TXN14378,"April 22, 2024",Neha Gupta,02615861861347,SAVINGS,CR,136900.72/-,Rs.,292949.23,upi,pending,TRANSFER,N/A,HDFC,96391-17923,REF83402586,Hyderabad,Refund
TXN16499,29/05/2023,Kavita Verma,****4051,current,DR,204963.0,Inr,401746.4,IMPS,success,Salary,FLIPKART,BOB,,N/A,Lucknow,Bill payment
TXN17051,"April 02, 2024",rahul sharma,AC51249635571395,SAVINGS,D,INR 21803.0,INR,329687.17,Online,Success,Medical,NETFLIX,BOB,+916284371325,REF11213223,Delhi,Duplicate entry
TXN11781,26/12/23,Rahul Sharma,****6797,Salary,debit, 202839.2 , INR,148542.92,Mobile,Failed,Shopping,,AXIS,+917922628191,REF37438734,MUMBAI,Bill payment
TXN15443,"February 02, 2024",rahul sharma,42882761317509,Fixed Deposit,null,8568.0,Rs,309134.03,ONLINE,success,Rent,NA,Canara,+910940948954,REF64483830,Ahmedabad,Test txn
TXN13055,10-26-2024,Suresh Reddy,****1290,Fixed Deposit,cr, 239112.0 ,rs,111577.2,MOBILE,PENDING,OTHERS,PhonePe,ICICI,+91-9385222931,REF23115479,Mumbai,Duplicate entry
TXN17910,18-04-2024,RAHUL SHARMA,8000109956592852,current,cr,₹189219.37,INR,87466.58,ATM,SUCCESS,RENT,N/A,PNB,+91-4287509868,REF24691353,Chennai,Loan EMI
TXN13190,07/09/2024,Meena Iyer,2853 3736 2305,Savings,CR,Rs.228725.0,INR ,387172.93,online,Pending,SALARY,UBER,PNB,+918742243490,REF42692634,Lucknow,ATM cash
TXN15669,"June 04, 2023",rahul sharma,****5410,FD,Debit,113549.0, INR,427941.02,Online,Reversed,Rent,PAYTM,Yes Bank,+91-0908456211,REF61215420,Surat,ATM cash
TXN14973,09/11/2024,Vikram Mehta,AC085824305581,Fixed Deposit,Debit,215563.12,Inr,67371.35,Branch,pending,NULL,FLIPKART,HDFC,+910579792702,REF95343220,Jaipur,ATM cash
TXN12668,10-22-2023,RAHUL SHARMA,4755 0823 828881,SALARY,cr,171049.0/-,Rs,61898.23,Pos,success,utilities,Ola,Kotak,+91-0323832270,REF32740265,Pune,ATM cash
TXN10129,31-03-2023,Priya Singh,****3309,FD,Credit,Rs.73194.0, INR,496250.63,Branch,success,Others,SWIGGY,Canara,+91-9466711684,REF77590175,Lucknow,Loan EMI
TXN17126,15-11-2024,Meena Iyer,AC15600877709204,Savings,Debit,Rs.257.0,Rs,87503.37,MOBILE,Completed,Salary,Flipkart,Kotak,,REF80542770,CHENNAI,Duplicate entry
TXN18077,10/11/2023,Ravi Chauhan,****8202,current,null,-,rs,390621.01,online,REVERSED,Medical,Reliance Fresh,PNB,9305251563,REF10852014,Surat,Refund
TXN12300,18/09/2024,Anjali Rao,****1539,SAVINGS,dr,180619.27,inr,449282.08,null,Completed,Transfer,Uber,Yes Bank,+911009443002,REF20656942,Jaipur,NA
TXN17956,2024/09/16,Neha Gupta,9299643417,CURRENT,DR,INR 53628.0, INR,422240.0,IMPS,pending,Insurance,BigBazaar,Canara,54656-46553,REF94836989,Bhubaneswar,
TXN16624,15 May 2024,Ravi Chauhan,AC4216054882360229,savings,DR, 163283.77 ,INR,299550.92,branch,pending,EMI,UBER,HDFC,95317-28539,REF90579303,Ahmedabad,Bill payment
TXN15453,03/10/2024,Meena Iyer,XXXX6759,Salary,CR,72129.0,Rs.,247957.78,ONLINE,Reversed,SHOPPING,PayTM,Union Bank,N/A,REF43673633,Kolkata,Refund
TXN14188,08/05/2023,Suresh Reddy,****7465,NULL,D,209768.4,,91074.6,UPI,success,-,PayTM,AXIS,N/A,REF81494411,CHENNAI,Loan EMI
TXN12782,2024/11/30,AMIT KUMAR,****4360,SALARY,Debit, 246180.0 , INR,325515.03,POS,success,NA,UBER,AXIS,,REF63958454,Pune,Test txn
TXN14211,23/10/23,Pooja Joshi,XXXX9534,Savings,DR,"69,275.00",Rs,266617.6,Online,N/A,INSURANCE,PayTM,PNB,08305378940,REF68198648,Jaipur,Test txn
TXN10235,2024/03/16,Ravi Chauhan,6553559042597927,Current,Credit,Rs.182135.0,rs,463438.12,NA,SUCCESS,NULL,,AXIS,4879206980,REF43940701,CHENNAI,Test txn
TXN13986,10-19-2024,Ravi Chauhan,16281672796641,Savings,dr,66225.0,rs,474549.89,upi,Completed,Grocery,Swiggy,Yes Bank,8519652844,REF64977689,Kanpur,Duplicate entry
TXN13348,12 Apr 2024,Vikram Mehta,8766 1217 744415,CURRENT,CR,₹84008.0,inr,462744.76,online,Success,TRANSFER,Uber,PNB,+91-5735264071,REF91310465,Kolkata,
TXN12754,17/04/2024,Sunita Devi,4238768090,SALARY,C,106754.0/-,INR,231799.45,Branch,Reversed,Food,Myntra,PNB,+913174485195,REF33440258,PUNE,-
TXN13887,24/12/2023,AMIT KUMAR,AC812044697955,Salary,DR,INR 221430.0,INR,441933.49,pos,FAILED,SALARY,DMART,AXIS,+91-5060810998,REF27619880,Bangalore,ATM cash
TXN17804,14/03/2024,Anjali Rao,AC2980667346,savings,dr,INR 247388.0,Inr,171519.05,Pos,SUCCESS,ATM Withdrawal,NA,Kotak,+915247156264,REF74015711,Jaipur,Salary credit
TXN10841,"June 21, 2024",Priya Singh,XXXX4232,SALARY,credit,"25,854.00",Rs,209546.42,IMPS,,RENT,PhonePe,Union Bank,56919-83210,REF16174690,BANGALORE,Refund
TXN13967,2023/11/16,Rajesh Patel,XXXX2778,Savings,C,₹104716.0,rs,351421.39,BRANCH,pending,Utilities,N/A,ICICI,+91-1776746620,REF66094469,Kanpur,N/A
txn14038,"May 15, 2023",Priya Singh,XXXX1759,Savings,D,₹134136.0,inr,416814.85,Online,Failed,Others,SWIGGY,AXIS,11584-30131,REF74227499,Pune,
TXN17278,14/05/23,AMIT KUMAR,****4202,SALARY,Debit,"27,329.00",INR ,322657.24,online,Success,emi,Swiggy,Union Bank,91694-73489,REF80944083,Delhi,ATM cash
TXN14207,25/05/2023,Deepak Nair,5989 2837 752235,current,Credit,30777.0/-,Rs.,2055.11,Pos,pending,EMI,NETFLIX,SBI,N/A,REF59542504,Kolkata,Loan EMI
TXN13696,24-07-2024,Pooja Joshi,****4758,FD,Debit,Rs.184202.0,INR,183305.99,ATM,PENDING,emi,PAYTM,BOB,+913623607682,REF74068596,PUNE,Self transfer
TXN14000,17-01-2023,Amit Kumar,****5895,Current,Credit,₹244338.0, INR,105274.94,NEFT,SUCCESS,Medical,UBER,Kotak,+91-1911129197,REF26941117,Hyderabad,Test txn
TXN17978,2023/04/25,Priya Singh,4200520193,Savings,Credit,173804.18,Inr,448682.01,N/A,Completed,Insurance,UBER,SBI,0605587499,NA,PUNE,Loan EMI
TXN15246,"January 28, 2024",AMIT KUMAR,8611 4516 72,Salary,cr,106274.0,rs,32492.24,branch,pending,ATM Withdrawal,Zomato,SBI,14478-53805,REF41133283,Kolkata,Duplicate entry
TXN14652,2024/02/27,Kavita Verma,AC128331090692,SAVINGS,D,INR 162283.0,inr,303058.5,Online,Success,SALARY,Uber,HDFC,2904727003,REF85132505,Mumbai,Loan EMI
TXN17482,13 Jul 2024,Vikram Mehta,5816501450196232,SALARY,cr,59445.93/-, INR,N/A,ATM,pending,emi,NA,BOB,+916435620179,REF44147675,Pune,Test txn
TXN15820,22/11/2023,Neha Gupta,XXXX1787,SALARY,cr,"135,411.08",inr,310819.9,UPI,Reversed,Medical,BigBazaar,ICICI,3239239463,,Lucknow,
TXN17501,2023/07/19,AMIT KUMAR,AC9481609590839327,SAVINGS,D,222577.2/-,rs,438026.86,branch,success,Others,DMART,ICICI,+917693853121,REF55782017,MUMBAI,UPI payment
TXN13919,08 Aug 2023,Pooja Joshi,AC400243240504,Current,CREDIT,Rs.135596.0,Inr,488185.61,Branch,REVERSED,Food,Zomato,ICICI,6548851010,REF13340781,BANGALORE,Loan EMI
TXN12884,03-23-2023,Rajesh Patel,****2851,Current,C, 87813.0 ,rs,95697.33,ATM,SUCCESS,Entertainment,amazon,AXIS,+913679082135,REF21111890,Lucknow,null
TXN12313,04-11-2024,Amit Kumar,5066991285685944,FD,DEBIT, 20994.0 ,INR ,15214.17,Branch,Success,Others,BigBazaar,Canara,03518522916,NA,Kolkata,Test txn
TXN18034,26/11/24,Rajesh Patel,XXXX8808,Savings,Debit,243002.0,INR,44742.64,pos,REVERSED,INSURANCE,SELF,Canara,+91-3007221537,REF31529460,Ahmedabad,N/A
TXN15144,05-20-2023,Deepak Nair,8961419446644537,current,DEBIT,null,INR ,14489.69,Mobile,PENDING,Food,PhonePe,HDFC,17999-89088,REF06767270,BANGALORE,Duplicate entry
TXN18056,02/12/24,Sanya Malhotra,AC67684570840870,FD,CREDIT,INR 239207.88,Rs.,28507.56,MOBILE,Success,Food,null,Yes Bank,9868076526,REF52005483,Surat,UPI payment
txn17124,04-18-2024,Ravi Chauhan,2200 2255 919462,FD,Debit,Rs.93881.0,INR ,418521.28,NEFT,PENDING,SALARY,SWIGGY,Yes Bank,00981297752,REF52666858,Bangalore,Refund
TXN11479,05-02-2023,Amit Kumar,****7429,savings,-, 89803.72 ,rs,313923.28,NEFT,Reversed,MEDICAL,null,PNB,N/A,REF62976116,Lucknow,
TXN14545,26-05-2024,Sunita Devi,AC7378868671971320,Current,credit,179560.6/-,Rs,339521.76,Branch,Failed,Medical,BigBazaar,Canara,88195-57744,REF61901692,Mumbai,Refund
TXN16510,04-07-2023,Meena Iyer,****2077,savings,debit,INR 97994.0,rs,403147.03,POS,Pending,GROCERY,N/A,Yes Bank,+913796538922,REF14858521,Jaipur,ATM cash
TXN14163,25 Dec 2024,RAJESH PATEL,XXXX1340,Salary,D,121700, INR,null,MOBILE,Success,TRANSFER,Myntra,Union Bank,8304047941,REF23652893,Hyderabad,Test txn
TXN15946,06/03/2023,RAHUL SHARMA,7584626397,current,CR, 127371.03 ,Rs,276834.87,POS,SUCCESS,Shopping,,PNB,+918414177173,REF92605610,Kolkata,Test txn
TXN11537,09-17-2023,RAHUL SHARMA,186747152035,SAVINGS,dr,236017,inr,158982.82,pos,SUCCESS,Salary,FLIPKART,Kotak,76632-79042,N/A,Bangalore,Self transfer
TXN16448,12/10/23,Ravi Chauhan,AC0339633250,SALARY,DR,, INR,482426.63,POS,success,ATM Withdrawal,PayTM,Canara,N/A,REF91658761,Hyderabad,Duplicate entry
TXN16289,03-09-2023,Neha Gupta,8717 6472 5022,Savings,Debit,30567.0/-,Rs,363158.14,branch,failed,emi,NA,Canara,06457000520,REF72847773,Bhubaneswar,Refund
TXN11300,03/05/24,rahul sharma,902262473650,savings,CREDIT, 175808.0 ,Inr,432467.97,POS,pending,OTHERS,NETFLIX,SBI,04231697920,REF54939343,Ahmedabad,ATM cash
TXN13937,03-21-2024,AMIT KUMAR,XXXX5352,SALARY,dr, 121193.19 ,INR,384882.95,IMPS,FAILED,OTHERS,Self,BOB,N/A,,Pune,Refund
TXN11008,2024/11/19,RAJESH PATEL,XXXX0424,current,,"234,700.00",-,454826.87,NEFT,Completed,MEDICAL,NA,ICICI,04365240553,REF48187540,Ahmedabad,ATM cash
TXN14346,12-27-2024,Deepak Nair,3542585958,SAVINGS,DR,121351.0/-,Inr,264947.54,IMPS,failed,FOOD,SELF,BOB,2799366254,,Surat,
TXN11453,11 Jan 2023,RAHUL SHARMA,4063516852247675,Fixed Deposit,D,245862,rs,462150.64,branch,PENDING,Salary,Flipkart,BOB,+912837237225,REF10337008,Kolkata,Online purchase
TXN18064,2023/09/19,Kavita Verma,,Fixed Deposit,Debit,126711.0,INR ,282769.6,Branch,Failed,SHOPPING,NA,Union Bank,+911428047593,REF33104075,Kanpur,
TXN11734,"June 30, 2024",Ravi Chauhan,AC4393516026,current,CR, 172500.73 ,INR,370542.06,NEFT,SUCCESS,Transfer,Self,AXIS,76429-83930,REF53952608,PUNE,Duplicate entry
TXN11531,12 Apr 2024,Rajesh Patel,****0105,Fixed Deposit,DEBIT,INR 92388.0, INR,17456.18,Mobile,Reversed,SHOPPING,FLIPKART,AXIS,07821889384,REF81676634,Bangalore,Refund
TXN16304,"May 22, 2023",Vikram Mehta,XXXX5472,Savings,D,28807.0,Rs,292553.76,IMPS,-,OTHERS,AMAZON,AXIS,+911955628416,REF17627478,DELHI,Salary credit
TXN10816,20/09/24,Ravi Chauhan,AC0890583668348268,Salary,cr, 3906.0 ,inr,497508.25,upi,SUCCESS,RENT,Ola,Union Bank,+91-9760932012,REF78982604,Lucknow,Duplicate entry
TXN15870,"July 14, 2024",Meena Iyer,XXXX7965,Fixed Deposit,CREDIT,"161,510.00",rs,205508.15,NEFT,Completed,INSURANCE,Myntra,Kotak,N/A,REF34220509,CHENNAI,NA
TXN13434,02-10-2024,Amit Kumar,AC3158620713,CURRENT,CR,138495.0,Rs.,123811.36,ONLINE,Failed,emi,N/A,Kotak,,REF55037501,N/A,Salary credit
TXN11409,13-06-2023,RAJESH PATEL,AC0895301203398013,Salary,debit,106103,NA,9437.39,branch,FAILED,Salary,NA,Union Bank,87156-59695,REF45759599,N/A,UPI payment
TXN13136,"June 20, 2024",RAHUL SHARMA,XXXX1755,Current,DEBIT,191034,,379817.17,UPI,Completed,utilities,FLIPKART,Kotak,N/A,REF92858674,-,Test txn
TXN11562,11-25-2023,Arjun Bose,1157034756,Salary,D,46885,NULL,480795.05,pos,Pending,Others,SELF,,+91-7343466095,REF70060398,Delhi,Duplicate entry
TXN11699,2024/09/29,Pooja Joshi,2983 8820 151497,CURRENT,debit,21270.0/-,INR ,451210.81,Branch,Pending,Medical,SELF,Yes Bank,+91-0294849434,REF77661388,Pune,
TXN12511,09/11/24,Rahul Sharma,5996 8483 4329,Salary,DEBIT,244463,INR ,41778.86,UPI,REVERSED,GROCERY,AMAZON,HDFC,N/A,REF72340515,Lucknow,Loan EMI
